11840,-1974.2,-5331.4,-162.24,5118.2,3064.8,66.561,3601.2,1847.2,3236.8,-2061.1,4600.9,4138.7,3425.5,772.04,-1491.8,1751.4,2051.9,4612,1443.5,-4843.5,4702.6,4858.6,-5132.5,3967.7,3404.1,705.02,3048.9,1914.3,4604.9,-5588.6,1238.4,-3909.9,4754,-5663.1,-3459.9,2297.3,-1166.9,2916,4133.6,0,0,5380.5,-378.16,1143.9,-155.96,2086.6,4333.9,-4548.2,3608.9,2958,648.63,1333.6,-1437.6,1642.7,2646.4,4653.8,4479.5,4131.2,3093.8,1981.6,-926.43,1698.9,1427.7,-1169,5727.1,676.85,885.44,-4743.4,1891.1,-3161,-3024.8,3575.9,-3446.3,0
-1974.2,11840,5357.4,3272.2,-3854.9,-1593.9,3894.1,-8997.6,-4493.4,-6220.8,3163.2,-7802.9,-6314.5,-4909.1,-1041.5,5125.1,2773.9,-1291.6,-8489.9,7613.6,7550.7,-2125.4,-2830.2,6531.6,414.56,-1457.5,5243.1,2887.9,6098.5,-8374.9,1795.8,-3475.3,1774.3,-2976,7571.5,7139.5,4043.2,-667.81,-8916.3,-8549.7,0,0,1047.5,2411.8,6231.6,4903.7,-4130.8,-7167.2,6216.1,-7953.5,-5262.9,-2659.3,-181.95,5177.7,-1774.9,-3513.9,-8050.9,-5669.6,-1333.2,-6050.4,-1756.4,5095.2,-4493,659.98,6849.2,-6846.6,-3902.6,5191.4,2299.4,-346.6,5619,1598.7,2554.8,3397.2,0
-5331.4,5357.4,11840,1004.6,-6379.4,-2206.6,1712.6,-6238.4,-3324.4,-4456.9,4730.7,-7573.3,-6979.9,-4668,-3352.5,2959.5,-1383.2,-4791.7,-7867.9,-427.28,7780.1,-5767.4,-5657.3,8617.9,-3527.5,-5798.2,1993.6,-2262.4,908.35,-7362.5,6959.9,-4254.8,6203.2,-6729.2,9204.1,5648.1,-315.01,1295.1,-5725.6,-6805,0,0,-5959.6,561.57,462.74,522.35,-3182.1,-6530.6,7408.5,-5329.3,-4501,-405.08,-3770.9,3696.2,-3572.2,-6239.2,-7452,-7907.1,-5237.9,-5673.5,-3832.3,1584,-4672.5,-4014.3,1692.3,-8311.3,-2360.4,-1382.9,6832.3,-1099.4,7161.9,4731.8,-4660.7,5530.7,0
-162.24,3272.2,1004.6,11841,-966.06,-1790.8,3522.5,-3587.2,-1561.6,-1559.3,-173.46,-2769.4,-1838.5,-2765.9,2230.4,3882.3,2518.3,1937.7,-2853.3,3747.1,3088,1804,645.23,1429.2,1236.9,2004.2,2516.5,3628.3,3514.8,-2475.1,-950.02,1448.8,-915.73,145.78,1638.2,3016.9,1608.9,-435.79,-3874.6,-2993.2,0,0,1688.6,2400.5,2688.5,3635.9,-1335.5,-2293.3,2163.2,-2912.2,-1698.6,-2346.4,2197.1,3549.1,1828.4,1201.2,-2601.8,-1389.3,2249.2,-3713.5,1173.5,3181.3,123.85,1337.1,3302,-2320.3,-1196.4,3669.3,123.07,695.9,1961.6,-294.93,2409.5,1063.2,0
5118.2,-3854.9,-6379.4,-966.06,11840,5193.5,-73.973,5948.2,3116.3,4919.8,-944.44,7056,6651.5,5005.9,-183.98,-2915.4,1756.2,1220,6823.6,1159.9,-6413.1,5527.6,6190.4,-5715.4,4296.3,3493.5,355.87,3195.8,2099.2,7244.4,-6489.6,890.4,-4334.9,6962.2,-7537.3,-4132.8,3510.2,-584.34,4896.6,6199,0,0,6356.5,-1404.8,-728.5,-1759.7,3299.9,6549.7,-5593.9,6010.6,5854.7,1918.2,406.85,-2033.3,991.27,2252,6643.9,5817.2,4597.2,4890.2,1234.3,-2007.9,1863.7,300.15,-3553,8135,1504.6,-415.91,-5794.4,4207.5,-3265,-2369.6,2562.5,-4381.8,0
3064.8,-1593.9,-2206.6,-1790.8,5193.5,11840,-650,5054.9,2542.4,3095.6,3522.8,5647.2,4762.4,5699.1,-4464.9,-4574.4,-431.55,-3324.2,4640.3,-529.85,-4430.1,1379.3,2368.9,-1290.6,3637.3,-996.13,965.24,-1117,1037,4787.1,-1932.1,-4339.8,8.6163,4825.5,-3387.4,-3239.8,5235.1,1089,4591.5,4488.3,0,0,2851.2,-3108.8,632.17,-3421,2536.9,4533.2,-2494.8,5411.1,5023.1,4027.3,-3807.7,-2957.8,-3285.9,-3025.2,4464.2,2693.7,97.338,5668.4,-2161.3,-3439.3,-1375.2,-2792.1,-4514.3,5849.9,1166.3,-3670.7,-2557.7,5064.6,-568.79,659.68,-260.04,-2350.3,0
66.561,3894.1,1712.6,3522.5,-73.973,-650,11840,-3472.7,-1662.9,-278.54,1360.4,-2496.6,-1445.5,-3486.5,3951.5,6256.8,5213.7,3403.7,-2701.8,4746.9,4540.4,5462.9,3366.5,2365.4,2930.9,3977.2,5066,6798.9,6688,-1590.4,-1840.9,2774.3,-1386.2,2045.8,1629.3,4415.8,3927.8,86.11,-4269.5,-2692.4,0,0,3387.9,3672.8,3858.3,6379.9,-910.25,-1592.5,3993.6,-2075.4,-483.72,-3213.6,3639.1,6437.6,3302.1,2166.8,-2311.7,-990.57,5430.6,-4651.4,2848.5,4833.7,597.78,1764.8,4418,-1939.5,10.804,4865.6,563.68,3776.9,4185.2,1022.2,3528.5,1830.9,0
3601.2,-8997.6,-6238.4,-3587.2,5948.2,5054.9,-3472.7,11840,5142.1,8260.2,-1898.8,9775.7,7788.9,7312.3,-816.46,-6384,-2043.7,-68.832,10278,-6884.9,-8797.8,3805,5319.5,-7034.6,1978,1593.7,-3540.7,-2576,-4985.6,10434,-2648.8,1617.1,-2341.2,4490,-8602.4,-8801.4,-1152.2,586.64,11205,10839,0,0,1164.5,-3352.4,-4609.5,-4856.1,4741.3,9280.7,-6720.9,9979,6212,3851.9,-1031.8,-5391.4,1071,2287.7,9955.9,8081.9,2405.2,9047.8,1633.2,-5946.2,3646.3,-576.03,-6388.6,9497.8,5047.1,-6184.3,-3289.1,1219.4,-6548.9,-1396.7,-1098.4,-3720.1,0
1847.2,-4493.4,-3324.4,-1561.6,3116.3,2542.4,-1662.9,5142.1,11840,3203.8,-763.32,5054,4232,3236.6,120.09,-3406.2,-598.86,540.4,4908.1,-2687.3,-4301.8,1361.8,1593.4,-3339.8,39.109,786.01,-2053.1,-1714,-2609.5,4879.3,-882.09,892.47,-969.9,3262.4,-4138.3,-3526.8,-693.28,660.48,4954.5,4714.2,0,0,371.68,-1272.2,-2331.7,-2121.8,2753.6,4151.3,-3143.5,4468.3,3677.7,1648.4,269.72,-2768.2,298.71,1417.8,4683.4,3891.4,826,4857.1,1032,-2006.2,1772,691.31,-3072.8,4650.2,2764.9,-2217.8,-1858.8,1408.9,-3149.4,137.82,-567.26,-2140,0
3236.8,-6220.8,-4456.9,-1559.3,4919.8,3095.6,-278.54,8260.2,3203.8,11840,-1481.2,6205.8,5317.1,5007.4,-228.81,-2311.1,-637.63,-55.635,7324.6,-4326.5,-5499.5,5879,7351.3,-5143.7,4153.2,2863.8,-1400.5,1862.8,-1015.4,8223.7,-4282.1,2513.9,-2937.1,2607.2,-6954,-6388.9,817.27,-805.43,7891.9,8363.6,0,0,2950.8,-1675.6,-2972.3,-2723.3,3824.6,7804.9,-4705.1,7984.2,4055.9,2187.8,-1044.6,-1632.2,2607.8,1961.9,7585,5814.1,4562.7,4143.7,1296.4,-4677.1,2793,-2143.3,-4565.9,7192.4,3258.7,-4603.4,-2287.6,1419.3,-3501.6,-1980.4,181.83,-2331.2,0
