10606,541.84,1.9865,202.03,423.94,367.41,454.82,572.12,332.23,314.07,431.07,619.32,814.97,292.6,637.35,278.89,72.358,402.8,459.85,95.798,399.35,517.49,862.74,616.57,375.8,330.78,321.8,569.09,883.03,437.91,736.02,300.91,552.98,250.83,738.62,407.96,561.31,390.28,601.29,649.83,-94.849,-44.496,635.86,198.81,318.39,714.29,98.059,283.78,478.25,569.25,553.69,269.14,357.6,91.867,-11.196,335.45,494.18,485.17,329.74,870.75,491.47,182.46,239.64,509.82,282.02,483.96,472.1,110.18,622.08,386.97,697.22,534.35,383.91,295.88,-38.269
541.84,10607,3751,843.29,2316.6,794.34,5167.9,5225.8,1716.8,3960.8,5726.9,5013.7,3509.5,1827.7,2796.3,3965.8,-1990.9,1046.1,3760.7,7272,4073.2,4188.8,5380.3,5058.3,-1529.7,224.93,-1858.4,4405.4,5494.4,4825.6,6028.6,-331.06,3365.3,-545.89,4215.9,5927,1326.9,2334.2,4883.4,3518.3,1813.6,1014.7,7237.9,967.8,689.26,3040.7,768.09,3026.8,5829.6,4077.1,3841.2,1219.2,788.29,3875.9,-561.16,425.84,3482.5,7140.6,2609.4,6814.8,281.77,1249.9,-344.56,2847.6,2664.1,3719.3,3640.3,-625.47,3107.9,-419.92,4237.8,5871.2,1065.8,1534.3,809.71
1.9865,3751,10606,527.44,1773.8,1436.6,3950.9,3894.2,1050.3,2548.4,4022.4,3765.5,3113.6,1262.8,2505.8,2614.9,-576.37,1748.8,3113.3,2953.8,3097.4,3758.7,2910.1,3992.3,-64.712,935.23,-187.1,2647.5,3316.7,3326.2,4077.6,619.29,2933.6,797.8,3374.9,4107.8,1672.7,1930.4,3957.1,2751.3,1325.3,335.97,3464.8,705.98,1345.1,3190.8,688.25,2472.6,3977.9,3531.5,2719.8,705,1788.7,2429.9,724.72,1654,2845.8,3139.2,3236.1,3736.6,1380.2,1766,930.65,2467.7,2212.5,2965.6,2815.9,525.6,2901.1,951.58,3406,4159.7,1697.3,1640.5,733.08
202.03,843.29,527.44,10607,536.81,512.2,1231.3,862.46,491.94,668,879.76,565.68,552.62,279.21,1021.2,1101.8,-327.54,547.08,634.28,751.91,1143,859.28,653.92,1005.3,-55.289,124.31,-297.45,650.08,804.42,726.09,848.77,-73.079,839.7,298.52,656.12,887.16,615.85,396.07,907.88,598.78,385.61,21.146,763.93,271.01,410.73,854.42,159.19,669.23,960.12,806.7,516.88,458.48,332.39,787.97,131.42,304.7,650.63,809.49,740.25,1026.6,338.06,452.22,66.547,590.35,656.07,561.05,504.36,78.659,781.02,114.24,626.64,786.63,345.19,108.76,432.99
423.94,2316.6,1773.8,536.81,10606,2966.2,3835.7,3761.8,1319.9,2462,3584,3866.2,4279,1236.9,3512.4,1613.8,1186.6,3348.5,2756.4,811.43,5028.8,3038.1,3237.1,6288.3,2164.6,2329,2173.3,3100,3234.9,2930.8,3677.3,2155.1,2898.4,2916.2,4118.5,3102,2828,2287.9,3412.3,2229.9,643.51,431.38,3410.3,693.57,1994.8,3165.4,726.71,1853.5,3440.7,3244.4,4421,2570.2,2853,1044.4,1832.2,2822.2,2252.9,1949.8,2632.5,3476.4,2747.4,2331.5,3441.2,2319,2231.6,2369.6,3723.5,1736.6,2761,2966.8,4437.4,3168.9,2904.3,1506.5,336.37
367.41,794.34,1436.6,512.2,2966.2,10606,5422.6,3355.8,692.54,2504.1,3293.9,3889.6,3881.6,1271.1,6036.7,2418.3,4463.3,5981.8,2819.8,-1398.5,2015.1,5501.1,2564,4351,6132.4,6462.9,5265.7,4241.4,4720.8,3234,4009.1,4632.5,2953.4,6484.4,4328.1,2044.9,6339.1,3129.6,2542.7,3028.8,651.77,274.73,2738.4,651.1,4728.7,4150.8,877.6,1735.4,2100.1,3274.1,3396.4,2403.3,4925.2,282.1,4302.2,4946.6,2246.9,877.27,4344.9,2350.7,5383.8,4207.9,5872.2,3509.7,3521.3,2303.9,4245.4,3490.9,2873.9,5551.1,4235.6,1217.5,5437,1905.5,600.33
454.82,5167.9,3950.9,1231.3,3835.7,5422.6,10606,6793.2,1763.4,5008.4,6151,7362.4,5131.3,1884.4,6568.2,4299.5,1637.2,5707.2,5496.7,3000.7,4960.3,8471.9,5007.8,6908.6,3022.3,3972.9,2454.4,6999.2,7326.5,6366.2,7542.8,3567,4989.6,3225.5,7416.9,6325.4,5478.9,4773.2,6306.9,5623.8,1696.1,721.76,5681.1,1277.5,3058.2,6395.1,1328.3,3758.8,5452.5,6070,5481.7,2293.8,4790.1,2912.9,2871.4,4585.1,4461.1,4546.2,6509.2,6093.3,4096.8,4034.1,4095.8,5726.3,4637.5,4597.5,5478.3,2605.6,4798.2,3096.5,7023.2,5717.7,4549,2914.6,1271
572.12,5225.8,3894.2,862.46,3761.8,3355.8,6793.2,10606,2604.2,5573.6,5899.1,7882.8,5803.2,2379.5,3878.5,3004.2,83.287,2714.5,5853.5,3014.2,3930.8,6024,5460.8,5858.4,1680.1,1786.8,1186.3,5507.1,6520.2,6628.6,7616.2,1849.1,4858.4,2378.7,7891.1,7769.5,3447.2,4081,8891.1,5648.9,1441.3,714.61,6097.9,1071,1816.7,4666.7,1910.1,4235.5,5027.5,6710,5194.9,2265.9,2763.7,2379.7,1094.5,2491.4,5173.6,4823.9,4280.1,6670,2895.7,2152.2,2644.1,3963.7,3518.4,5313.3,5223.7,1066.9,4533.8,2377.2,7535.4,7492.2,2749,2645.8,927.39
332.23,1716.8,1050.3,491.94,1319.9,692.54,1763.4,2604.2,10606,1638.2,1693.3,2194.8,1567.3,860.05,817.12,1022.7,-314.08,526.99,1310.6,1252,1256.8,1585.6,1564.7,1710.5,121.69,272.75,71.43,1485.4,1902.1,1935.2,2260.3,276.18,1256.3,342.89,2382.4,2550.8,612.18,1258.4,2562.1,1430.3,407.75,469.3,1770.6,246.79,195.62,1209.6,493.77,1449.7,1576.6,1865.5,1505,703.78,627.26,803.02,-167.41,408.88,1291.8,1735.5,977.8,1929.9,345.38,480.82,341.9,945.2,740.59,1749.2,1283.4,101.11,1028.4,389.77,2155.1,2384.9,465.32,672.42,411.52
314.07,3960.8,2548.4,668,2462,2504.1,5008.4,5573.6,1638.2,10607,3910.3,5608.2,3563.4,1347.6,2640.3,2203.7,-233.53,1787.1,3891.9,2682.2,2532.9,4407,3274.5,3884.3,790.31,1095.7,304.63,4632.9,5041,5469.1,5708.5,1389.1,3372.9,1203,5269,5730.1,2163.1,3101.6,5457.2,3970.6,976,628.14,4131.1,416.64,983.17,2846,727.38,2570.6,3384.2,4052.5,3627.5,1436.2,1802.5,1654.8,566.35,1498.2,3195.9,3711.9,2693.9,4315.5,1377.7,1363.3,1622.4,2553.6,2577.1,3255.9,3561.7,635.32,2604.7,1443.2,4513.2,4597,1815.2,1449.6,523.11
