,0
125.240667206,444.945079106
112.57529887,435.781540729
105.924041224,431.186507498
102.073670012,424.067626887
97.6754389497,417.317254743
87.2948290688,410.203689625
76.9157050442,403.131345807
59.3533576594,393.410585415
51.7149875161,392.049405586
41.2833879986,387.76955627
28.209722622,384.598970558
15.3924766126,374.979681582
53.2647493999,600.03232235
74.5170106614,720.692238901
84.3849383364,768.52577073
87.1654286175,770.630130442
80.5331275211,759.137471935
68.6385247038,735.106973455
53.2487793071,709.718879541
37.8890834042,682.858564321
26.9959468701,661.297866214
21.9790067812,641.969897251
14.0206471524,625.815490245
5.81356271239,605.579613498
6.09588896256,591.330600997
6.84385294408,587.347152974
5.58479538245,583.197843568
4.3275438563,575.642375605
3.51808415486,564.086472686
1.21866962724,546.337434656
1.17860180633,529.509200375
3.37067426116,514.343485676
2.10101457586,498.494157662
-1.42128548038,484.966883886
-8.89636272287,473.632563708
-8.71978767615,464.871390884
-7.54855705985,457.221822686
-13.1972916803,447.007636006
-15.7123986371,434.345557998
-19.1632322818,422.148802037
-19.2734142772,413.078486288
-15.0801588245,405.189828629
-13.2106661516,403.100279727
-10.0474691923,395.805938071
-2.18767650309,396.798403018
7.15877098438,395.747717863
8.07978937707,390.848912501
7.99452454626,381.26603127
-0.439850211424,374.899039567
-9.83569209233,367.486339605
-19.5872828644,360.000207741
-24.6227369804,356.530435766
-33.1121731774,348.86716755
-37.032107059,341.51070966
-35.0344251337,339.254006629
-30.6435218949,338.985318905
-26.1611246155,337.152040193
-28.7343846221,337.089429534
-29.7776518008,334.024408863
-28.7434062548,332.230038885
-28.6055094106,327.201343416
-29.175493757,322.203287417
-31.421542467,317.456968855
-38.1823652343,313.868061001
-37.4927394017,314.785917197
-10.624170984,359.988348188
5.60238213033,380.736377782
16.8403384211,388.202821947
20.9769132366,387.985893813
14.3540156508,387.130969407
11.2786329096,384.190581394
9.0173164881,384.626402546
95.8264616225,637.967188995
141.76154954,778.099982205
155.821995684,834.081770333
153.343331787,836.680792814
148.605180477,825.15750478
140.626640464,799.007816409
127.791044518,779.721313236
119.203491763,780.980114582
95.4550912185,775.836794032
71.7559690643,763.455573791
57.8740875188,746.158398926
55.0570474196,734.408996648
50.5054084056,717.211526276
86.6431231293,806.164465494
94.3225617462,855.142262077
95.371919483,866.421264599
138.589262172,1043.04924833
158.262916252,1124.76389329
161.761598767,1136.75243293
156.539294663,1111.66787194
146.062701725,1076.72698486
132.827311926,1031.76196705
116.948703845,991.607091987
103.312044846,952.525247764
92.8873351591,914.923105907
81.562552178,881.35210912
79.469286843,851.967251706
75.660464833,823.232869928
70.6861029231,794.478243111
72.7047556419,769.885363217
83.2852244523,759.760671018
88.1261473132,749.325210857
83.7688918484,729.877338805
82.4882851996,708.675544738
77.8438801143,688.452381256
75.6047614224,669.24526215
74.3618328745,649.819357895
71.642655775,629.505224111
70.3711476807,612.386280135
66.8660356949,591.160754225
63.6074644987,574.387604537
67.6106534645,562.053122498
64.4040903741,545.977093715
61.5557871096,531.400645682
56.9621491732,515.158575337
52.7291198861,505.436694373
46.0635629677,495.244012391
41.4558369626,484.863375141
34.4564228835,474.308470338
32.6446523189,463.451682235
29.9275397878,456.54036753
29.1674780659,449.824541423
22.8001239846,442.823047181
80.8317807099,662.730063502
105.555005799,777.633376353
110.366478604,815.49117967
107.743245056,814.38578244
89.820089386,1100.720903
78.0998902479,1243.22155323
38.4948934228,1314.07947311
28.258169072,1401.04801158
21.2696625126,1421.42635606
17.7044617365,1394.21324881
11.1582260987,1351.0739353
9.67319408501,1305.51832716
5.56583559446,1254.69486188
3.66715888445,1203.00511337
3.75303388134,1153.87338207
5.93997201405,1109.61666017
7.13675652857,1069.86590209
2.72349011832,1032.49610621
0.272496224562,995.476740679
-4.46618317945,962.304349056
-4.11029498179,935.132691783
-14.9380404732,910.839371083
-23.2068540757,880.006561172
-25.4615804801,849.838473807
-27.2406694354,817.868295687
-31.1729686814,785.786097329
-30.5004498064,759.355500731
-30.399388108,733.938531938
-26.1504887459,717.85351044
-14.4701864644,719.600663782
-6.77262700337,710.41255669
-2.10532537343,697.428194833
-5.60497331197,679.440847781
-9.66348555314,659.467094436
-10.3006407266,639.909186106
-17.6053101401,621.848783102
-23.4759556231,601.517403066
-29.8484915556,584.040453712
-34.1177554293,575.551255718
-36.8099681813,563.712229266
-37.6350346259,557.108595033
-32.6614724195,548.633961803
-30.9024943367,535.164227233
-27.862172021,523.473535257
-27.3054275387,511.149222256
-25.2464192146,496.205916865
-20.4435176631,484.719794644
-14.9872070692,476.153578321
-15.3200114586,463.680074194
-16.4125899362,452.799835521
-3.49337706583,483.784166553
5.84900531311,496.688392656
12.7445033911,497.362994721
9.93602963028,487.152043914
7.86620110528,479.276711162
8.04388568031,472.194472634
10.654124923,464.694269873
25.7277484531,617.827914049
30.8705018484,694.591344653
26.4155997166,717.60828721
25.3961407754,712.312776109
27.7965203315,698.433899861
22.0566132657,673.498700186
17.3289850003,654.185423759
13.7833210171,632.957431379
13.2516344326,615.402409398
8.01198995643,598.713981693
5.31573383994,583.915316621
5.38865433085,571.75858191
-1.11888988789,558.943024118
-5.66605354525,545.922227854
-3.17139475838,536.745410379
-1.04021766486,523.711016714
-3.11574639534,513.622785825
-6.4285765958,504.366912072
-3.42067468883,496.355178967
-3.37441449579,485.759402461
0.402174992774,599.953657127
1.78021962379,663.135746369
0.370908797255,686.373809232
0.673118519491,682.8794574
3.47004937741,675.656671178
6.10761871978,660.961760626
6.21731542694,643.268361521
4.38552924392,623.740226899
7.8891679809,608.875065776
7.62280132145,596.937176058
3.69426365597,585.656711221
48.5089434383,739.001191564
75.4684521552,815.939558921
79.2444112924,836.34379765
78.1397096131,827.937998744
70.6225289435,812.92906439
59.1767783604,788.558265181
45.5634149959,763.500358134
36.492061957,738.979322125
33.0146463482,717.819313368
33.0116222394,699.639834523
30.9443482559,686.058240541
30.5073082247,669.44180014
27.30503846,653.208947544
23.3632365167,634.903003872
16.926894554,617.402060598
16.4186164186,599.479986857
30.3927348795,630.675659076
34.7638204185,637.177349524
32.5378984895,627.001290147
22.4533915608,612.615191254
19.1340690488,597.238834759
12.476279233,585.94805838
13.584169637,613.848860706
12.2387766485,625.311982842
8.88988617291,623.463013764
1.83459035554,609.601659366
-6.68451458708,596.548111817
-20.0344164685,581.945796218
-10.6635090563,628.666913127
-5.46556814957,646.368699571
1.08330395869,646.683003147
1.83883509049,634.708581103
2.51532765189,620.61183115
3.89312651727,603.451406196
1.79460968842,588.764092307
1.07548759529,575.345555012
3.9645798947,562.296986279
3.80267287002,548.668566666
-0.640512143396,535.348529727
-2.22125830836,549.568401649
-7.57749777165,549.95283897
-10.9960999835,545.592486503
-11.3509886692,536.083868071
-13.8099387747,538.118333638
-18.1364156344,531.251767098
-13.9724214525,537.507071117
-8.77269500787,535.75320552
-8.4022660537,526.826600012
-9.82400821269,516.025196602
-4.21786758081,512.562817837
0.867705826557,510.155882822
4.85182258083,505.323505459
3.09940722363,498.71651655
-0.286710496721,491.426027025
-2.63842037117,481.703379479
17.4711774068,600.80357479
32.6068135498,660.862470749
43.9385542361,681.141300288
45.6111288755,676.410159428
39.7272594723,662.589318857
34.1857949152,642.910787723
29.9482953654,624.407415229
24.1332177626,604.619147287
19.7671911596,587.071419796
16.474847264,570.521082422
12.0013943091,550.788838332
7.82039213447,535.939709444
0.131797280961,525.415504181
-2.52239574158,514.758693869
-7.66795657301,506.698757375
-6.75267348517,499.475454903
-4.37789082641,490.130496516
-4.59832266025,480.47312346
-10.97074796,468.057770136
-12.1734430858,455.358725152
-9.70268860983,445.576146317
-8.82783811233,434.969106116
-7.0828680679,424.515132824
-1.68046865877,417.749067572
-2.69248915746,412.259365463
-8.37783124027,407.698521776
-10.2769291866,400.147194044
-14.1046914681,396.505136112
-13.1582392666,389.756948569
-8.65904816238,384.710038988
-8.36696517678,380.609106623
-8.89759657881,376.817446431
-8.17671172193,371.899341104
-7.1154381821,363.658307479
-5.03623191542,358.798794127
-6.07500382187,350.043332089
-10.4826103135,342.25674432
-13.9056136332,332.272906644
5.44607512385,355.89035883
21.8041168318,368.297908811
22.9142865952,368.601252695
20.5200722703,360.857925605
19.5994956855,354.271359549
23.6172195637,347.578438089
26.9549679355,342.276423237
26.8663031125,339.643235749
26.7249142071,337.072782719
28.6097724722,335.155020139
24.7293156181,332.281201536
26.0199371912,333.029416232
27.5752006149,330.149119051
29.4859134966,328.553837968
30.3542677651,328.201538668
26.7984275435,328.905454103
25.363837401,331.302552289
25.0987765175,336.190573174
29.2251869709,341.249281602
34.3020825963,341.168547726
29.9303319808,340.117202133
26.9515375474,337.689237176
26.1911434679,334.014110514
26.2177022439,338.895600766
21.6519123391,338.741184193
15.3034217277,337.166575956
16.7094321688,341.867205601
20.1970436401,343.44981145
15.6973590033,340.629531897
11.8678111892,340.155871495
11.5250966281,340.133854628
14.5052589633,338.875924281
19.0149004545,336.96332439
22.6331469665,334.736746856
16.0810361657,333.933244359
8.86829098251,329.424107932
1.60894741791,325.160552738
-6.35640898849,319.601637883
-9.52456713895,322.372541744
-17.286782957,332.005926396
-20.1851649828,335.871251493
-9.42287938711,355.924025808
1.41424972924,365.187072233
7.24692424688,371.533445809
-52.3068183045,414.381125214
-49.2233340801,527.680956025
3.79261621548,627.875324239
37.0010831373,683.0699043
61.9050596902,718.467334794
91.507601823,750.389404562
176.421924759,1040.29120877
187.549283766,1212.95816426
239.602639257,1343.33310467
247.037629937,1410.31491652
260.55947601,1457.9958843
267.791548853,1482.61853102
217.907709525,1522.78682201
131.512911648,1585.12977431
-163.906614413,1832.76350179
-692.333718551,2202.80005044
-1523.10659702,2808.54863122
-2476.28337792,3502.82356203
-3412.30652016,4224.67393099
-4317.13290559,4993.32180743
-5172.1174917,5725.25568338
-6103.68439548,6529.15043803
-6948.36354499,7272.3961833
-7554.42545574,7765.4129859
-7968.59085741,8138.83861263
-8252.49974178,8332.87280287
-8636.27250388,8493.30530594
-9384.55054859,8673.56108783
-10379.1319647,8809.35346538
-11495.1158048,9092.42519665
-12807.8373341,9754.84118626
-14259.8834062,10633.0529834
-15502.3265489,11342.0061733
-16365.2106214,11764.7655445
-17003.892055,12203.9357682
-17473.402314,12685.8077976
-17668.3874999,12996.4995757
-17499.8984757,13076.0197763
-16992.7096199,12888.2143089
-16336.3627971,12609.921092
-15656.2111,12238.4341752
-14851.0059263,11907.2794359
-13950.8765801,11831.2772689
-12977.6344509,11903.2937264
-11961.983043,12220.8038863
-10985.1391793,12352.606643
-10053.3203547,12515.4040719
-9297.5088453,12990.426539
-8858.11876608,13633.2325455
-8666.23121313,14187.045635
-8529.88194191,14302.3230194
-8579.29689125,14219.3379651
-9185.4321558,14489.647821
-10395.9703536,15398.1214391
-11937.1485635,16400.5110174
-13721.9852882,17182.910548
-15769.3556017,18108.075549
-17897.7819159,19096.9411842
-20233.7453323,19987.0560576
-22968.1844025,21032.3766774
-25993.904874,22253.5629327
-29167.7947966,24506.0843606
-32283.0119498,26576.2119136
-35365.4786087,28282.3803023
-38296.3238939,29694.9080264
-40958.8800686,30825.1137326
-43285.1344227,32024.5734807
-45433.5787691,33184.4561316
-46952.4394884,33931.5705726
-47788.985096,34398.4885666
-47818.8448233,35810.0507178
-46942.2932259,36162.3136627
-45126.1139124,35585.0212799
-42352.3756262,34612.2389164
-38971.4119249,33825.0043916
-35113.4428751,33788.4161905
-30926.3411778,34612.5807003
-26730.7976594,35787.4073961
-23013.6906532,36776.7482332
-19713.8383076,37608.7672873
-16914.9374033,38311.8973868
-14794.6956164,38912.3666404
-13407.5372965,39082.4526728
-12588.7338505,38773.8771428
-12638.8635133,38461.6500513
-13471.9937296,38479.1124177
-14755.0358562,38832.3492898
-16225.9176215,39312.3163604
-17573.9397845,39525.7111024
-18514.5319187,39454.9962631
-18945.5483561,38904.464983
-18966.3761398,38047.7035778
-18544.1470012,36942.6767674
-17869.1007895,35837.1533793
-17108.2839892,35157.859738
-16395.4620075,34993.4688755
-15719.9022831,34835.7693017
-15171.5119016,34424.9934054
-14661.765724,33690.2596648
-14216.9454067,32751.4957787
-13775.5742229,31890.0615176
-13157.0972698,31307.5618805
-12435.5195017,30712.993128
-11647.038916,29860.3318978
-10947.5199517,28853.4920507
-10205.3276499,28118.106368
-9484.35923928,28439.8363588
-8901.19363707,29066.7767988
-8440.89435654,29402.8213525
-8121.2576609,29528.3622734
-8154.14434268,29630.0710201
-8535.0245849,29994.7392083
-8767.35537005,30998.1729711
-9584.55049898,31868.0177282
-10647.0416897,32513.7009777
-11635.1931452,32886.4029824
-12393.0765161,33368.5483567
-13378.2641995,34057.0006038
-14433.5713971,34561.7016782
-15407.5047669,34727.6009491
-16372.2601946,34431.9120228
-17551.5421914,34110.541395
-18774.7489833,33895.0982999
-19435.2313002,33317.0166221
-19545.6594988,32378.7590193
-19282.8007144,31222.6492363
-18703.3649068,29956.4240554
-18193.1164847,30553.9615939
-17330.5600658,31285.0737109
-16190.316194,31842.783643
-14575.9470057,32105.6968766
-12318.9634479,32627.5803362
-9762.84040169,33575.4543279
-7409.73939899,35060.5236862
-5183.27202434,36814.2244842
-3277.80444254,38459.1320562
-1534.98406341,40112.1582551
134.171526995,41574.3426065
1687.18197852,42615.4657035
3201.82216793,43193.1882065
4570.82969899,43363.4240451
5600.39162294,43167.7203941
6324.68867641,43332.7187749
6858.87081797,43131.9431684
7171.5178439,42530.8886433
7287.17049621,41418.2272471
7456.22221655,40132.8387078
7660.26920702,38923.6153826
7690.98202751,37807.5697594
7585.84900045,36843.7624969
7393.07438805,35911.4479222
6910.12296057,36049.3813753
6405.50024621,35804.8932071
5983.11534847,35150.6019688
5562.07279662,34230.7470257
5193.91653246,33013.0146267
4929.58591113,31652.4108955
5070.78176073,30652.3662085
5540.03407692,29964.5142123
6452.91297151,29641.4589528
7974.21266369,29841.6412427
9993.29500011,30464.4947287
12364.3539205,31361.9301112
15023.6417606,32430.8423232
17847.0154773,33573.4044304
20382.604459,34591.7290141
21946.9959911,36411.1624333
23975.9947858,37918.5242192
26329.6496621,39272.3569282
28788.9487564,40454.4334082
31225.8204863,41387.8219454
33856.0995217,41898.1217962
36522.2760308,42413.1300205
39431.4872148,43162.4058679
42195.7044475,44295.6957248
45129.5540957,45489.2609009
48199.1854503,46609.8075117
51036.1842427,47288.5807707
53529.2675441,47446.5086153
55704.0176272,47051.6682334
57471.9580889,46130.7534381
59277.2452604,44989.0141153
61111.9393153,43917.708607
62728.5388163,43004.4857894
63791.1231824,43000.4424147
65277.9918396,43004.8122672
66615.5654586,42850.1095533
67852.1039115,42523.592123
69267.1704154,42551.2875888
70409.998677,43122.1642203
71586.9333635,44205.3158775
72994.3635299,45421.1354929
74309.1715444,46317.5642066
75315.5180071,46989.1696723
76218.861718,47963.4016004
77388.719638,49029.8666748
78379.2432917,49751.181552
78907.9544919,49982.9379601
79738.7042486,50192.8470192
80585.5129379,50835.2699033
81030.4846595,51245.3511738
81069.0451612,51192.0852764
80896.9467803,50596.9303697
80279.6747347,49527.7883651
79190.2923203,48138.6291437
77967.7253744,46539.0222834
77107.0171178,44973.6023923
76074.4908968,43371.3957314
74625.1488468,41793.8466692
73604.0955815,40727.2645464
72402.4524703,39758.0035609
70970.897044,38933.1913948
69946.8290043,39004.0476177
69579.222068,39958.3635428
69555.7972976,41230.18434
69573.9172081,42131.1247313
69895.1513215,42818.6475887
70654.3321964,43797.113656
71495.5417402,45056.1483993
72069.6421702,45946.6575027
72677.2688386,46397.2877224
73404.4709784,46578.7196845
74197.6517323,46436.9579003
75447.8094228,46390.6586169
77210.9219928,46833.105345
79268.2939992,47747.4702965
81379.211456,49010.2491289
83131.5063688,50467.4072369
84336.6377492,51932.7106183
85187.1190178,53364.2877062
85945.4250767,54667.304807
86751.0094046,55726.6656129
87552.2986765,56527.4636458
88120.3395526,57063.8569591
88458.4495639,57603.5101712
88738.0258459,58472.616979
89103.1097552,59411.3988463
89387.5811343,60060.8300266
89317.1605691,60182.1136374
89277.9406967,60160.3815496
89453.6624693,60310.7788959
89454.4730933,60515.4682525
89242.314944,60836.6737659
89238.2450386,61213.5091357
88986.407046,62074.7751902
88754.84328,62873.0498761
88832.3972844,63834.3481427
89236.3131871,64712.9570856
89711.530742,65531.3094252
90019.7021021,66114.9680644
90014.6086793,66520.1033867
89772.1138712,67044.3511722
89171.8204044,67900.7980371
88193.0907832,68905.411981
86505.941641,69731.8509957
84285.4981224,70308.5728056
81964.3320402,70279.3143679
79693.9082736,69450.5377928
76841.6245345,67548.2027028
73641.5047193,65000.0547733
70659.8603986,62390.1404305
68005.4578979,60052.3695428
65202.2296876,59279.3253606
62594.1700455,57923.8451751
60443.7212557,56429.9755738
58758.0897255,55094.2068167
56932.0768384,53719.5272206
55068.5624675,52377.963655
53325.4966446,51268.3394487
51584.4560101,50222.8772188
49582.2124655,48970.5035672
47300.9653047,48112.1789307
44933.8493843,47921.339574
42300.4356054,48145.1262987
39105.2571429,48550.0098593
35647.5597603,48619.7610544
32420.0254186,48153.0670772
29519.355342,47249.3132713
27002.4060466,46137.4866932
25039.9930696,44612.7108656
23545.0670799,42926.2815013
22552.8401359,41284.59574
21914.1214756,39770.2163948
21796.7091854,38527.0426755
22265.2347091,37648.9996687
23063.6356769,36850.6274989
24119.2078404,36448.7530062
25397.3751731,36530.0512637
26564.7083791,37170.5001245
27508.571239,37651.7085495
28173.2042105,37842.6511602
28364.1823703,37690.9797376
27918.9051875,37372.1734627
26870.9125737,37089.9551107
25160.7546855,36940.1878662
22995.3873951,36761.8808619
20627.6475895,36730.118426
18071.8730137,37176.5851229
15509.9737183,37798.1400273
13241.1757385,38260.595063
11291.55664,38289.9800318
9332.65163392,38105.6593693
7322.29231856,37786.2328779
5947.18372267,37137.6955538
5713.68083127,36777.9499763
5555.72490114,35914.0730086
5614.89903686,35065.6640736
6180.07935965,34494.8108532
6712.8862776,34232.8155048
6567.59747465,34372.0579862
6085.10572294,34720.144257
5758.54899416,35071.8551221
5036.7174883,35507.827489
4181.38226415,35584.9238513
3377.5256109,35619.3371312
2773.86779034,35552.9773952
2187.854366,35328.6362131
1756.54179224,34766.288437
1399.88734815,34057.6696734
792.725021113,33521.3513197
108.540465722,33004.6263354
-550.228309669,32441.4153263
-1237.2222519,31869.8537894
-1890.63196483,31276.4942606
-2589.77996427,30811.1922927
-3365.96298248,30438.7937217
-4060.37029823,30169.476392
-4393.61966361,29813.4672087
-4443.08062305,29140.6402403
-4386.95290212,28265.9363586
-4279.96229141,27318.9246025
-3999.9457158,26333.132608
-3482.18928344,25390.9636742
-3023.81263006,24401.6297403
-3217.11634593,24627.6257746
-2855.86559839,24430.0701247
-2210.80675491,23997.4647253
-1270.23422166,23895.0600515
-354.166543474,24178.7333415
576.465101805,24498.1201938
1363.4525835,24473.7816888
1937.77256415,24180.715231
2222.69186356,23740.5918382
2260.10748872,23096.511352
2092.07818294,22256.523587
1883.04920968,21413.3234474
1136.09451207,20678.2455872
-3.18404260874,20130.9269405
-1398.46713391,19830.7371485
-2960.98761711,19656.0667996
-4592.03955029,19444.7902226
-6442.13529392,19401.2202053
-8400.92548118,19531.1064754
-10037.234996,19521.3241748
-11343.4616349,19351.2491823
-12393.6618319,19200.8691806
-13044.3948928,19476.1793238
-12951.0868182,20263.8858896
-12581.3989045,20890.503435
-11932.2333911,20868.2132412
-11112.3067135,20501.8931551
-10398.5088877,19831.8248318
-9673.38068619,19138.8887946
-9120.23234193,18361.79061
-8645.54402904,17613.3034051
-8228.18425868,16853.8020759
-7835.22235072,16099.0696119
-7510.21430102,15398.1791967
-7232.75216404,14764.2284389
-7042.29651833,14208.2250497
-6829.31128374,13631.7395583
-6573.43601482,13037.5482021
-6305.0362202,12449.2666642
-6015.97827609,11886.0949053
-5716.18762477,11342.2603926
-5427.46810635,10833.7585713
-5168.61533626,10355.7948976
-4901.06712375,9921.7519804
-4647.577611,9510.43496788
-4415.28816371,9120.64172301
-3935.69014836,9197.43402023
-3005.24598817,10119.1164354
-1974.68945829,11315.274981
-1024.35213347,11968.4418139
338.771148043,12354.3943316
1497.88659039,12500.5879933
2583.93534077,12968.4525758
3732.06619663,13850.9043102
4603.24360338,14399.804314
5240.42814498,14504.5347943
5640.43530433,14439.7630505
5980.38578099,14530.0884621
6069.52992791,14486.3174742
5962.73553519,14147.5063386
5491.52799541,13744.3515556
4276.37136204,13600.4329078
2450.61664631,13751.1514375
-282.451245571,14320.521359
-3682.32590069,15104.4965546
-7681.93400061,16449.2519736
-11911.8525595,18347.8135162
-16004.4992387,20500.5549569
-20105.5027615,22751.4443391
-24058.0935096,25179.1571292
-27667.1266827,27593.7893543
-30675.1676446,29750.2323412
-33413.4896146,31624.4385636
-35711.6627252,33111.9710979
-36999.3519046,33667.0437585
-36824.8705715,33182.4862599
-35774.2827304,32096.649111
-34186.9350979,30940.8744958
-31928.8728509,30451.2878169
-29172.6650196,30589.1478162
-26394.702644,30977.8319973
-23747.2715734,31222.9727832
-20880.5469366,31412.8903073
-17957.7221418,31505.7987145
-15225.967362,31250.650376
-12580.9123681,30940.1693519
-9966.73259632,30563.4562562
-7671.80644219,30109.6311375
-5932.81252745,29415.4087294
-4585.96677117,28561.2593364
-3690.56722299,27565.4990803
-3148.60881324,26468.2454728
-2783.6392872,25505.8951305
-2551.30586315,24469.4195944
-2399.13278886,23406.2431704
-2296.65109289,22357.1482246
-2321.84053331,21413.2373404
-2503.76361942,20763.620446
-2775.51690656,20112.5882054
-3155.38280781,19470.3671543
-3619.17615103,18875.9452418
-4049.17586934,18316.0441102
-4457.16147099,17958.333955
-4931.71053261,17590.4802698
-5455.40157575,17263.5627579
-5683.68474917,16776.5413411
-5683.53114007,16212.0545751
-5543.59928604,15681.2368531
-5406.8273204,15198.7208576
-5342.56962391,14785.8654598
-5135.71014761,14442.7522266
-4708.80141135,14156.1281901
-4048.74679824,13944.5015557
-3049.09743913,13883.1274331
-1795.11577794,13896.4499824
-514.821701424,13973.2182985
692.868448382,14034.1652374
1665.8302763,13976.7658246
2419.79967091,13786.6562851
3028.65280456,13525.1644309
3470.67530864,13195.1876564
3677.91261874,12774.2314987
3676.47272452,12270.8762032
3569.45143306,11744.5284455
3417.1394784,11217.7470725
3246.62841604,10707.6383383
3085.55577795,10219.4635286
2925.9441855,9748.96666802
2768.24750298,9312.095867
2626.01444261,8890.64096117
2430.16420143,8552.41116337
2272.7571787,8198.70141989
2139.16175152,7846.37846352
2022.53576505,7494.92610585
1909.07834572,7155.81142744
1807.75769542,6829.58049625
1723.82323794,6532.41634119
1655.73129461,6435.56817168
1584.73401722,6262.8283284
1510.84278587,6044.40043755
1436.73177026,5793.89460284
1363.36120675,5555.16088316
1288.38825032,5309.80498565
1218.15642659,5072.48796851
1156.40795819,4858.21675254
1093.1768302,4651.13089664
1043.17266291,4532.21258949
989.82844397,4382.08012078
936.558501247,4220.31520211
870.545127088,4043.1231623
818.592256117,3866.70158299
754.352597023,3682.91349561
712.734409886,3515.15508576
430.535839723,4942.17015594
259.066775463,5668.43920966
168.125284738,5880.31805357
120.911402458,5787.6411965
100.101484575,5616.48103547
101.422751949,5366.31278545
110.152062048,5131.66391442
124.019299871,4906.43401327
139.044770944,4684.3858459
164.152664927,4468.6542003
190.841499237,4264.55810326
217.347572921,4066.03376216
226.17707356,3893.78173161
236.176035029,3719.66117395
255.719229003,3541.96303945
284.036347852,3364.72152183
316.693008068,3203.06932025
362.745816758,3139.3537588
395.452735897,3048.04474775
422.094533252,2936.41892507
429.068979432,2840.54590957
456.048363615,2803.9478505
465.431058346,2737.34050548
450.085154036,2638.3910461
653.702209575,3389.8657692
742.684416995,3742.72020998
758.189842105,3820.17266095
723.840641786,3741.6338427
677.498857827,3615.42027836
621.993191455,3442.93516993
574.772679422,3287.04947735
529.709156282,3137.96034668
475.875434093,3008.42414503
431.690084485,2880.24649956
394.42522596,2758.36921751
349.454527614,2644.67424318
282.564734782,2696.28257313
231.358053739,2681.90119364
201.695734506,2619.47206258
186.006046803,2537.69227414
168.932891296,2447.21266812
142.235910893,2516.36531027
128.981576207,2512.22099087
120.935307609,2453.22121191
109.801486203,2367.93474547
100.333285823,2279.43180119
93.6557769182,2183.84356156
88.8017530689,2091.01368443
84.0751941457,1999.8864227
73.2362543501,2065.42096326
61.8530520555,2066.91080378
52.1356571421,2026.82693511
46.2209777828,1967.33774582
40.854802744,1902.21631291
40.014694737,1833.33236564
45.4768695365,1766.43439071
39.2006377307,1694.18211569
21.5835791393,1627.19793223
-4.72266189135,1563.67682076
-31.3242160722,1502.37560885
-55.1974180567,1444.80659383
-66.6091271046,1387.35122648
-74.2916251201,1334.94812345
-78.4838118421,1285.08059426
-75.9724230857,1243.62972481
-116.900933039,1244.18370898
-144.294578238,1235.42376439
-153.234054632,1214.4679745
-152.387126429,1182.97470849
-154.552047254,1150.11628786
-153.378103229,1118.86565309
-154.318333916,1079.77080235
-154.94689616,1054.12007818
-157.741156569,1026.39741292
-157.074392902,997.156601309
-153.317005828,969.938191458
-148.670651324,940.220289286
-142.521488843,915.694848517
-193.154935864,934.883479327
-206.008277226,957.16025881
-210.204588506,959.39883653
-202.155085207,957.287255777
-192.313615174,938.229401089
-181.906766175,911.575420822
-179.710148579,886.611620983
-182.783969178,861.305577286
-183.455315932,832.042040149
-182.386365082,808.620472044
-181.490061524,790.198853856
-175.199052819,774.440968859
-167.352021436,758.570921987
-170.671111696,749.004887314
-164.769235594,735.003827625
-164.474881197,718.577159452
-165.35860281,701.421036552
-163.546925024,684.699713386
-150.597876769,670.8634035
-143.080843804,661.334071425
-132.3575747,652.801530295
-121.205945402,612.598669362
-114.596175975,606.239239215
-108.21617144,602.437730061
-108.0653387,588.801210318
-79.6203513674,619.700971119
-52.2378997612,641.534568257
-85.1827566042,695.021117166
-82.1179754043,753.602008829
-72.6155207695,775.737625536
-66.4817894999,780.47712895
-33.0151754072,792.545482728
-17.1902479914,793.946000727
-13.6854640646,789.992189092
29.8551941785,827.451754161
55.5652763701,841.737319772
59.3801721673,841.504567315
72.7831834341,842.124300758
78.9390551904,818.465962169
-111.664741165,2140.5173324
-226.234977862,2862.54628527
-251.558481829,3192.36725775
-252.605352498,3231.71040038
-249.291214123,3179.98427463
-244.71824591,3046.38037332
-247.268844758,2899.79729071
-239.798408495,2773.4424709
-182.065120199,2774.96905145
-147.736443465,2731.78318469
-176.912023242,2696.93502486
-175.158087381,2644.17712201
-177.851302632,2585.27362128
-179.92389919,2501.292559
-176.84067465,2410.56864956
-167.330118485,2319.59903728
-161.313470638,2238.27305303
-160.506979058,2150.8347313
-159.199524008,2063.40651075
-164.608817997,1984.90657403
-166.542063515,1911.73653478
-159.572199461,1843.77320046
-153.926304273,1778.44525503
-152.562662454,1706.8237025
140.235287033,2561.94101224
304.104941771,3005.0746205
365.983956172,3152.21538763
376.260585441,3126.69299486
376.551661165,3051.94817934
333.897538022,2952.39037634
298.567904567,2847.57145699
266.631532173,2733.47066457
240.514488067,2626.86403913
214.590872437,2528.17029712
199.237273476,2430.4535468
180.685005504,2334.24180317
156.737083121,2239.03172715
143.737304703,2149.79360445
130.650441708,2069.6971338
120.861960873,2001.7035646
105.939514614,1933.52612863
93.0653533308,1865.78150152
87.8100439276,1796.0929778
88.5170506824,1736.12232605
86.9325573734,1678.95973643
16.3543690658,1661.69823584
-22.8856014042,1625.5633709
-45.0728833368,1575.44342173
-45.9788822608,1541.12321016
-102.390058558,1574.58933138
-133.74858868,1569.307172
-149.258842573,1538.58628697
-157.797591277,1501.53528485
-160.254398925,1456.71454466
-157.220847642,1411.14217574
-196.65410706,1492.09596614
-193.821230625,1549.02087421
-320.424266524,2603.02343183
-473.832294396,3369.75207452
-489.555637527,3768.03697916
-483.557079902,3866.18660944
